word	lemma	pos	freq
salty	salty	NN	51
sapp	sapp	NN	51
sara	sara	NN	51
scuba	scuba	NN	51
servitude	servitude	NN	51
smoky	smoky	NN	51
sociologist	sociologist	NN	51
strawberry	strawberry	NN	51
sultan	sultan	NN	51
swan	swan	NN	51
tailor	tailor	NN	51
theorem	theorem	NN	51
txt	txt	NN	51
unwillingness	unwillingness	NN	51
ura	ura	NN	51
wtpai	wtpai	NN	51
advance	advance	NNP	51
alfonso	alfonso	NNP	51
algo	algo	NNP	51
assurance	assurance	NNP	51
bahamian	bahamian	NNP	51
bale	bale	NNP	51
balinese	balinese	NNP	51
basin	basin	NNP	51
basque	basque	NNP	51
biological	biological	NNP	51
booth	booth	NNP	51
caa	caa	NNP	51
candace	candace	NNP	51
cecily	cecily	NNP	51
certain	certain	NNP	51
chromosome	chromosome	NNP	51
clive	clive	NNP	51
colonel	colonel	NNP	51
communication	communication	NNP	51
counterterrorist	counterterrorist	NNP	51
crowley	crowley	NNP	51
dg	dg	NNP	51
domain	domain	NNP	51
edge	edge	NNP	51
emling	emling	NNP	51
englishman	englishman	NNP	51
erik	erik	NNP	51
exon	exon	NNP	51
fpm	fpm	NNP	51
franks	frank	NNP	51
gaithersburg	gaithersburg	NNP	51
gavin	gavin	NNP	51
growth	growth	NNP	51
hanukkah	hanukkah	NNP	51
honest	honest	NNP	51
identity	identity	NNP	51
into	into	NNP	51
isaacs	isaac	NNP	51
jake	jake	NNP	51
kgb	kgb	NNP	51
kidman	kidman	NNP	51
kinda	kinda	NNP	51
kras	kra	NNP	51
ls	l	NNP	51
medal	medal	NNP	51
mejiaville	mejiaville	NNP	51
northwestern	northwestern	NNP	51
original	original	NNP	51
parish	parish	NNP	51
penang	penang	NNP	51
peve	peve	NNP	51
pool	pool	NNP	51
primakov	primakov	NNP	51
prison	prison	NNP	51
pursuit	pursuit	NNP	51
ranger	ranger	NNP	51
redskins	redskin	NNP	51
ride	ride	NNP	51
rings	ring	NNP	51
roach	roach	NNP	51
runner	runner	NNP	51
sabbath	sabbath	NNP	51
scene	scene	NNP	51
see	see	NNP	51
serra	serra	NNP	51
shehri	shehrus	NNP	51
sidebar	sidebar	NNP	51
simmons	simmon	NNP	51
snoop	snoop	NNP	51
statue	statue	NNP	51
tem	tem	NNP	51
thorpe	thorpe	NNP	51
thuy	thuy	NNP	51
tiffany	tiffany	NNP	51
ufc	ufc	NNP	51
ukraine	ukraine	NNP	51
valdes	vald	NNP	51
vk	vk	NNP	51
xp	xp	NNP	51
zhang	zhang	NNP	51
banks	bank	NNPS	51
westerners	westerner	NNPS	51
ailments	ailment	NNS	51
automakers	automaker	NNS	51
belongings	belongings	NNS	51
bicycles	bicycle	NNS	51
boilermakers	boilermaker	NNS	51
bribes	bribe	NNS	51
commodities	commodity	NNS	51
corridors	corridor	NNS	51
desks	desk	NNS	51
epididymis	epididymi	NNS	51
exercises	exercise	NNS	51
gags	gag	NNS	51
headphones	headphone	NNS	51
homozygotes	homozygote	NNS	51
inequalities	inequality	NNS	51
lesbians	lesbian	NNS	51
mglurs	mglur	NNS	51
modalities	modality	NNS	51
nightclubs	nightclub	NNS	51
nuns	nun	NNS	51
pestis	pesti	NNS	51
quarterbacks	quarterback	NNS	51
reputations	reputation	NNS	51
stats	stats	NNS	51
syllables	syllable	NNS	51
brutally	brutally	RB	51
delightfully	delightfully	RB	51
gladly	gladly	RB	51
intimately	intimately	RB	51
massively	massively	RB	51
miraculously	miraculously	RB	51
orally	orally	RB	51
therein	therein	RB	51
unnecessarily	unnecessarily	RB	51
visibly	visibly	RB	51
easier	easier	RBR	51
anchor	anchor	VB	51
arrest	arrest	VB	51
augment	augment	VB	51
broaden	broaden	VB	51
implicate	implicate	VB	51
motivate	motivate	VB	51
project	project	VB	51
sense	sense	VB	51
shield	shield	VB	51
short	short	VB	51
undo	undo	VB	51
dragged	drag	VBD	51
limited	limit	VBD	51
outlined	outline	VBD	51
raced	race	VBD	51
secured	secure	VBD	51
suspended	suspend	VBD	51
tore	tear	VBD	51
underlined	underline	VBD	51
crawling	crawl	VBG	51
highlighting	highlight	VBG	51
incubating	incubate	VBG	51
outsourcing	outsource	VBG	51
overcoming	overcome	VBG	51
provoking	provoke	VBG	51
reeling	reel	VBG	51
ripping	rip	VBG	51
scratching	scratch	VBG	51
sensing	sense	VBG	51
snapping	snap	VBG	51
teasing	tease	VBG	51
topping	top	VBG	51
endowed	endow	VBN	51
exercised	exercise	VBN	51
patterned	pattern	VBN	51
postponed	postpone	VBN	51
subpoenaed	subpoena	VBN	51
attract	attract	VBP	51
await	await	VBP	51
imitate	imitate	VBP	51
inhibit	inhibit	VBP	51
calculates	calculate	VBZ	51
figures	figure	VBZ	51
lays	lay	VBZ	51
age-specific	age-specific	JJ	50
allele-specific	allele-specific	JJ	50
aspiring	aspiring	JJ	50
continual	continual	JJ	50
disgruntled	disgruntled	JJ	50
docked	docked	JJ	50
electrophoresed	electrophoresed	JJ	50
english-language	english-language	JJ	50
entrepreneurial	entrepreneurial	JJ	50
eponymous	eponymous	JJ	50
flemish	flemish	JJ	50
hesitant	hesitant	JJ	50
high-end	high-end	JJ	50
humidified	humidified	JJ	50
humiliated	humiliated	JJ	50
idealistic	idealistic	JJ	50
intermittent	intermittent	JJ	50
ionic	ionic	JJ	50
life-cycle	life-cycle	JJ	50
mum	mum	JJ	50
norwegian	norwegian	JJ	50
overwrought	overwrought	JJ	50
proactive	proactive	JJ	50
reactionary	reactionary	JJ	50
receptive	receptive	JJ	50
renewable	renewable	JJ	50
restless	restless	JJ	50
rife	rife	JJ	50
self-loathing	self-loathing	JJ	50
serial	serial	JJ	50
shoddy	shoddy	JJ	50
sociological	sociological	JJ	50
steady-state	steady-state	JJ	50
teary	teary	JJ	50
tumorigenic	tumorigenic	JJ	50
turbulent	turbulent	JJ	50
ukrainian	ukrainian	JJ	50
undisputed	undisputed	JJ	50
eldest	eldest	JJS	50
abbreviation	abbreviation	NN	50
abstinence	abstinence	NN	50
acclaim	acclaim	NN	50
adaptor	adaptor	NN	50
adrenal	adrenal	NN	50
ascent	ascent	NN	50
attic	attic	NN	50
barefoot	barefoot	NN	50
blizzard	blizzard	NN	50
boxer	boxer	NN	50
bribery	bribery	NN	50
butterfly	butterfly	NN	50
catchment	catchment	NN	50
collagenase	collagenase	NN	50
creatinine	creatinine	NN	50
curfew	curfew	NN	50
damn	damn	NN	50
deity	deity	NN	50
directional	directional	NN	50
ephedrine	ephedrine	NN	50
epidermal	epidermal	NN	50
eviction	eviction	NN	50
excavation	excavation	NN	50
farmhouse	farmhouse	NN	50
fledgling	fledgling	NN	50
footing	footing	NN	50
freakish	freakish	NN	50
glue	glue	NN	50
grantee	grantee	NN	50
heroism	heroism	NN	50
hindsight	hindsight	NN	50
hiring	hiring	NN	50
hnrnp	hnrnp	NN	50
ich	ich	NN	50
immortal	immortal	NN	50
inhouse	inhouse	NN	50
issuance	issuance	NN	50
kosher	kosher	NN	50
liner	liner	NN	50
liquidity	liquidity	NN	50
lure	lure	NN	50
mindwipe	mindwipe	NN	50
nascent	nascent	NN	50
newhouse	newhouse	NN	50
nonequilibrium	nonequilibrium	NN	50
orgasm	orgasm	NN	50
palate	palate	NN	50
palpation	palpation	NN	50
pantheon	pantheon	NN	50
patio	patio	NN	50
petroleum	petroleum	NN	50
pod	pod	NN	50
pol	pol	NN	50
polio	polio	NN	50
profusion	profusion	NN	50
proinflammatory	proinflammatory	NN	50
prom	prom	NN	50
rebirth	rebirth	NN	50
revert	revert	NN	50
scarves	scarf	NN	50
sculptor	sculptor	NN	50
semen	semen	NN	50
smackdown	smackdown	NN	50
sorrow	sorrow	NN	50
sorta	sorta	NN	50
sprawl	sprawl	NN	50
strung	strung	NN	50
sunrise	sunrise	NN	50
swoon	swoon	NN	50
tenant	tenant	NN	50
thrall	thrall	NN	50
thrombin	thrombin	NN	50
trilogy	trilogy	NN	50
volleyball	volleyball	NN	50
vowel	vowel	NN	50
wig	wig	NN	50
wreckage	wreckage	NN	50
yellow	yellow	NN	50
çñ	çñ	NN	50
aka	aka	NNP	50
alert	alert	NNP	50
allegiance	allegiance	NNP	50
archaeological	archaeological	NNP	50
ark	ark	NNP	50
blastp	blastp	NNP	50
boreanaz	boreanaz	NNP	50
buck	buck	NNP	50
buddy	buddy	NNP	50
cannes	cann	NNP	50
carnot	carnot	NNP	50
carson	carson	NNP	50
caterpillar	caterpillar	NNP	50
chain	chain	NNP	50
chip	chip	NNP	50
cocktail	cocktail	NNP	50
consulting	consulting	NNP	50
cut	cut	NNP	50
dent	dent	NNP	50
dentistry	dentistry	NNP	50
diseases	disease	NNP	50
dobson	dobson	NNP	50
drg	drg	NNP	50
dunham	dunham	NNP	50
etoh	etoh	NNP	50
facts	fact	NNP	50
frankfurt	frankfurt	NNP	50
frasier	frasier	NNP	50
gfp-n	gfp-n	NNP	50
gillespie	gillespie	NNP	50
gleebo	gleebo	NNP	50
goldstein	goldstein	NNP	50
guinea	guinea	NNP	50
ham	ham	NNP	50
hammond	hammond	NNP	50
heavy	heavy	NNP	50
henderson	henderson	NNP	50
hitchens	hitchen	NNP	50
homicide	homicide	NNP	50
hormone	hormone	NNP	50
hugenefl	hugenefl	NNP	50
imaging	imaging	NNP	50
imho	imho	NNP	50
impeachment	impeachment	NNP	50
ivory	ivory	NNP	50
keats	keat	NNP	50
kellner	kellner	NNP	50
keynes	keyne	NNP	50
krauthammer	krauthammer	NNP	50
libération	libération	NNP	50
limit	limit	NNP	50
local	local	NNP	50
lush	lush	NNP	50
mib	mib	NNP	50
micro	micro	NNP	50
mikhail	mikhail	NNP	50
mmse	mmse	NNP	50
narl	narl	NNP	50
nawaf	nawaf	NNP	50
nielsen	nielsen	NNP	50
novation	novation	NNP	50
npdes	npd	NNP	50
nusseibeh	nusseibeh	NNP	50
ontology	ontology	NNP	50
outcomes	outcome	NNP	50
overview	overview	NNP	50
pacino	pacino	NNP	50
palais	palai	NNP	50
payton	payton	NNP	50
pfft	pfft	NNP	50
philippe	philippe	NNP	50
pka	pka	NNP	50
pms	pm	NNP	50
poisson	poisson	NNP	50
praça	praça	NNP	50
proof	proof	NNP	50
ptgs	ptg	NNP	50
quartops	quartop	NNP	50
quasi	quasus	NNP	50
quincy	quincy	NNP	50
rantes	rant	NNP	50
reign	reign	NNP	50
rios	rio	NNP	50
sanford	sanford	NNP	50
saturn	saturn	NNP	50
schultz	schultz	NNP	50
serious	serious	NNP	50
sgt	sgt	NNP	50
shrine	shrine	NNP	50
spann	spann	NNP	50
srf	srf	NNP	50
ssa	ssa	NNP	50
straits	strait	NNP	50
stx	stx	NNP	50
suc	suc	NNP	50
sunbeam	sunbeam	NNP	50
survivor	survivor	NNP	50
swiss-prot	swiss-prot	NNP	50
thought	thought	NNP	50
tigr	tigr	NNP	50
toy	toy	NNP	50
ujaama	ujaama	NNP	50
utp	utp	NNP	50
vyvyan	vyvyan	NNP	50
wireless	wireless	NNP	50
wm	wm	NNP	50
chinese	chinese	NNPS	50
places	place	NNPS	50
points	point	NNPS	50
solutions	solution	NNPS	50
analgesics	analgesic	NNS	50
billboards	billboard	NNS	50
chapels	chapel	NNS	50
commemorates	commemorate	NNS	50
diners	diner	NNS	50
dinosaurs	dinosaur	NNS	50
dispatches	dispatch	NNS	50
endings	ending	NNS	50
evils	evil	NNS	50
genres	genre	NNS	50
jars	jar	NNS	50
migrants	migrant	NNS	50
militias	militia	NNS	50
occupants	occupant	NNS	50
organelles	organelle	NNS	50
philosophers	philosopher	NNS	50
physicists	physicist	NNS	50
pins	pin	NNS	50
ranchers	rancher	NNS	50
reefers	reefer	NNS	50
robots	robot	NNS	50
ropes	rope	NNS	50
sands	sand	NNS	50
signifies	signify	NNS	50
speculates	speculate	NNS	50
straps	strap	NNS	50
tapestries	tapestry	NNS	50
titers	titer	NNS	50
transporters	transporter	NNS	50
triumphs	triumph	NNS	50
wakes	wake	NNS	50
walkers	walker	NNS	50
blinking	blinking	RB	50
boldly	boldly	RB	50
phylogenetically	phylogenetically	RB	50
prematurely	prematurely	RB	50
qualitatively	qualitatively	RB	50
single-handedly	single-handedly	RB	50
unto	unto	RP	50
way	way	UNC	50
chase	chase	VB	50
cuff	cuff	VB	50
dissolve	dissolve	VB	50
gasp	gasp	VB	50
ground	grind	VB	50
revisit	revisit	VB	50
soften	soften	VB	50
woo	woo	VB	50
celebrated	celebrate	VBD	50
convened	convene	VBD	50
interpreted	interpret	VBD	50
numbered	number	VBD	50
reopened	reopen	VBD	50
sprang	spring	VBD	50
damning	damn	VBG	50
excruciating	excruciate	VBG	50
fishing	fish	VBG	50
lodging	lodge	VBG	50
sobbing	sob	VBG	50
sponsoring	sponsor	VBG	50
transmitting	transmit	VBG	50
undertaking	undertake	VBG	50
waging	wage	VBG	50
weakening	weaken	VBG	50
booked	book	VBN	50
competed	compete	VBN	50
hampered	hamper	VBN	50
inflicted	inflict	VBN	50
nicknamed	nickname	VBN	50
overshadowed	overshadow	VBN	50
penned	pen	VBN	50
profiled	profile	VBN	50
reprinted	reprint	VBN	50
superimposed	superimpose	VBN	50
tapped	tap	VBN	50
declare	declare	VBP	50
process	process	VBP	50
risk	risk	VBP	50
smell	smell	VBP	50
stink	stink	VBP	50
urge	urge	VBP	50
value	value	VBP	50
embraces	embrace	VBZ	50
prompts	prompt	VBZ	50
acetic	acetic	JJ	49
back-to-back	back-to-back	JJ	49
bolus	bolus	JJ	49
burnt	burnt	JJ	49
class-action	class-action	JJ	49
convertible	convertible	JJ	49
curated	curated	JJ	49
cytometric	cytometric	JJ	49
domed	domed	JJ	49
endearing	endearing	JJ	49
equitable	equitable	JJ	49
euthanized	euthanized	JJ	49
far-reaching	far-reaching	JJ	49
gated	gated	JJ	49
idiotic	idiotic	JJ	49
immunostained	immunostained	JJ	49
instructive	instructive	JJ	49
intrusive	intrusive	JJ	49
lost	lost	JJ	49
maiden	maiden	JJ	49
married	married	JJ	49
mechanic	mechanic	JJ	49
metaphorical	metaphorical	JJ	49
momentous	momentous	JJ	49
mute	mute	JJ	49
protein-coupled	protein-coupled	JJ	49
proverbial	proverbial	JJ	49
punctuated	punctuated	JJ	49
scandalous	scandalous	JJ	49
starred	starred	JJ	49
t-tests	t-test	JJ	49
time-consuming	time-consuming	JJ	49
topical	topical	JJ	49
ultrasonic	ultrasonic	JJ	49
unfit	unfit	JJ	49
safest	safest	JJS	49
smartest	smartest	JJS	49
abolition	abolition	NN	49
aliquot	aliquot	NN	49
anguish	anguish	NN	49
bazaar	bazaar	NN	49
betray	betray	NN	49
biovar	biovar	NN	49
cashmere	cashmere	NN	49
castration	castration	NN	49
chlorine	chlorine	NN	49
clearest	clearest	NN	49
cock	cock	NN	49
colossal	colossal	NN	49
covalent	covalent	NN	49
cum	cum	NN	49
decorate	decorate	NN	49
dermal	dermal	NN	49
dial	dial	NN	49
dorm	dorm	NN	49
embodiment	embodiment	NN	49
expiratory	expiratory	NN	49
fetish	fetish	NN	49
freakin	freakin	NN	49
gi	gus	NN	49
glutaraldehyde	glutaraldehyde	NN	49
grumpy	grumpy	NN	49
handgun	handgun	NN	49
handshake	handshake	NN	49
heritability	heritability	NN	49
hippocampal	hippocampal	NN	49
hotline	hotline	NN	49
inadequacy	inadequacy	NN	49
indignation	indignation	NN	49
intolerance	intolerance	NN	49
iu	iu	NN	49
kanamycin	kanamycin	NN	49
ketchup	ketchup	NN	49
lemonade	lemonade	NN	49
librarian	librarian	NN	49
lunchtime	lunchtime	NN	49
mec	mec	NN	49
menarcheal	menarcheal	NN	49
mobster	mobster	NN	49
nick	nick	NN	49
nitrate	nitrate	NN	49
nope	nope	NN	49
notation	notation	NN	49
pct	pct	NN	49
peer	peer	NN	49
persuasion	persuasion	NN	49
pi	pi	NN	49
poor	poor	NN	49
propidium	propidium	NN	49
proteoglycan	proteoglycan	NN	49
pudding	pudding	NN	49
quartile	quartile	NN	49
queue	queue	NN	49
racket	racket	NN	49
rainbow	rainbow	NN	49
rapamycin	rapamycin	NN	49
refund	refund	NN	49
riding	riding	NN	49
shopper	shopper	NN	49
smog	smog	NN	49
sophomore	sophomore	NN	49
specter	specter	NN	49
spider	spider	NN	49
spilling	spilling	NN	49
sputum	sputum	NN	49
stall	stall	NN	49
sturgeon	sturgeon	NN	49
takeoff	takeoff	NN	49
temperate	temperate	NN	49
tenor	tenor	NN	49
theorist	theorist	NN	49
tonic	tonic	NN	49
tonnage	tonnage	NN	49
torch	torch	NN	49
tycoon	tycoon	NN	49
whiskey	whiskey	NN	49
will	will	NN	49
ye	ye	NN	49
?n	?n	NN	49
?ci	?ci	NN	49
aboriginal	aboriginal	NNP	49
acropolis	acropoli	NNP	49
adolf	adolf	NNP	49
adp	adp	NNP	49
aging	aging	NNP	49
algeria	algerium	NNP	49
allied	allied	NNP	49
amplification	amplification	NNP	49
aphis	aphis	NNP	49
automated	automated	NNP	49
bed	bed	NNP	49
beltway	beltway	NNP	49
biblical	biblical	NNP	49
boogie	boogie	NNP	49
bpnn	bpnn	NNP	49
brando	brando	NNP	49
brendan	brendan	NNP	49
brosnahan	brosnahan	NNP	49
chou	chou	NNP	49
cobb	cobb	NNP	49
compaq	compaq	NNP	49
conagra	conagra	NNP	49
criteria	criterion	NNP	49
cw	cw	NNP	49
cycle	cycle	NNP	49
disco	disco	NNP	49
dotmac	dotmac	NNP	49
dunno	dunno	NNP	49
dying	dying	NNP	49
dyson	dyson	NNP	49
europa	europa	NNP	49
fact	fact	NNP	49
faithful	faithful	NNP	49
falcon	falcon	NNP	49
fantasy	fantasy	NNP	49
feet	foot	NNP	49
felicity	felicity	NNP	49
fulton	fulton	NNP	49
garvey	garvey	NNP	49
geoffrey	geoffrey	NNP	49
gilder	gilder	NNP	49
guerin	guerin	NNP	49
hahn	hahn	NNP	49
haynes	hayne	NNP	49
heche	heche	NNP	49
identifying	identifying	NNP	49
ima	ima	NNP	49
indy	indy	NNP	49
judicial	judicial	NNP	49
julian	julian	NNP	49
kirbac	kirbac	NNP	49
lab	lab	NNP	49
lerner	lerner	NNP	49
lfc	lfc	NNP	49
lugar	lugar	NNP	49
lunch	lunch	NNP	49
lutheran	lutheran	NNP	49
male	male	NNP	49
mondesi	mondesus	NNP	49
mossad	mossad	NNP	49
mtx-induced	mtx-induced	NNP	49
munich	munich	NNP	49
myc	myc	NNP	49
nazi	nazus	NNP	49
niagara	niagara	NNP	49
nip	nip	NNP	49
ongoing	ongoing	NNP	49
pacey	pacey	NNP	49
passion	passion	NNP	49
penguin	penguin	NNP	49
pro	pro	NNP	49
publications	publication	NNP	49
purified	purified	NNP	49
r-m	r-m	NNP	49
railway	railway	NNP	49
reaction	reaction	NNP	49
restoration	restoration	NNP	49
riviera	riviera	NNP	49
saints	saint	NNP	49
save	save	NNP	49
schröder	schröder	NNP	49
sclc	sclc	NNP	49
sensation	sensation	NNP	49
spr	spr	NNP	49
stampa	stampa	NNP	49
studios	studio	NNP	49
survival	survival	NNP	49
tbst	tbst	NNP	49
telecom	telecom	NNP	49
terrence	terrence	NNP	49
travolta	travolta	NNP	49
treasure	treasure	NNP	49
unity	unity	NNP	49
xxii	xxius	NNP	49
features	feature	NNPS	49
amplifications	amplification	NNS	49
anxieties	anxiety	NNS	49
balloons	balloon	NNS	49
bears	bear	NNS	49
bouts	bout	NNS	49
bunnies	bunny	NNS	49
catalyzes	catalyze	NNS	49
discos	disco	NNS	49
distributors	distributor	NNS	49
ducts	duct	NNS	49
duplicates	duplicate	NNS	49
electrodes	electrode	NNS	49
endorsements	endorsement	NNS	49
failings	failing	NNS	49
gamblers	gambler	NNS	49
increments	increment	NNS	49
interiors	interior	NNS	49
kitchens	kitchen	NNS	49
martyrs	martyr	NNS	49
meiosis	meiosis	NNS	49
microextensions	microextension	NNS	49
mills	mill	NNS	49
oils	oils	NNS	49
presents	present	NNS	49
purists	purist	NNS	49
repercussions	repercussion	NNS	49
restraints	restraint	NNS	49
screws	screw	NNS	49
setbacks	setback	NNS	49
slugs	slug	NNS	49
solutes	solute	NNS	49
ts	t	NNS	49
warehouses	warehouse	NNS	49
worshippers	worshipper	NNS	49
any	any	RB	49
conservatively	conservatively	RB	49
doubtless	doubtless	RB	49
forcefully	forcefully	RB	49
hastily	hastily	RB	49
linearly	linearly	RB	49
shockingly	shockingly	RB	49
warmly	warmly	RB	49
amen	amen	UH	49
did	did	UNC	49
attribute	attribute	VB	49
complicate	complicate	VB	49
equate	equate	VB	49
fudge	fudge	VB	49
inflate	inflate	VB	49
reopen	reopen	VB	49
scream	scream	VB	49
summon	summon	VB	49
terminate	terminate	VB	49
venture	venture	VB	49
become	become	VBD	49
contended	contend	VBD	49
enraged	enrage	VBD	49
plummeted	plummet	VBD	49
sustained	sustain	VBD	49
touted	tout	VBD	49
upset	upset	VBD	49
branching	branch	VBG	49
clearing	clear	VBG	49
donating	donate	VBG	49
dosing	dose	VBG	49
pondering	ponder	VBG	49
rearing	rear	VBG	49
speculating	speculate	VBG	49
tumbling	tumble	VBG	49
chipped	chip	VBN	49
dismantled	dismantle	VBN	49
folded	fold	VBN	49
harmed	harm	VBN	49
insisted	insist	VBN	49
insured	insure	VBN	49
numbered	number	VBN	49
orchestrated	orchestrate	VBN	49
overvalued	overvalue	VBN	49
personalized	personalize	VBN	49
reformed	reform	VBN	49
robbed	rob	VBN	49
touted	tout	VBN	49
block	block	VBP	49
confront	confront	VBP	49
credit	credit	VBP	49
cross	cross	VBP	49
jump	jump	VBP	49
shoot	shoot	VBP	49
wake	wake	VBP	49
demands	demand	VBZ	49
expires	expire	VBZ	49
forces	force	VBZ	49
implements	implement	VBZ	49
laments	lament	VBZ	49
welcomes	welcome	VBZ	49
adamant	adamant	JJ	48
austrian	austrian	JJ	48
bootstrapped	bootstrapped	JJ	48
catalyzed	catalyzed	JJ	48
crooked	crooked	JJ	48
cross-country	cross-country	JJ	48
discreet	discreet	JJ	48
dismissive	dismissive	JJ	48
distinguishable	distinguishable	JJ	48
epigenetic	epigenetic	JJ	48
fanciful	fanciful	JJ	48
forward	forward	JJ	48
frail	frail	JJ	48
free-agent	free-agent	JJ	48
full-scale	full-scale	JJ	48
futuristic	futuristic	JJ	48
glossary	glossary	JJ	48
osmotic	osmotic	JJ	48
p-values	p-value	JJ	48
poisonous	poisonous	JJ	48
pretreated	pretreated	JJ	48
relic	relic	JJ	48
sly	sly	JJ	48
sonic	sonic	JJ	48
stamped	stamped	JJ	48
superfluous	superfluous	JJ	48
unbearable	unbearable	JJ	48
unimportant	unimportant	JJ	48
unprepared	unprepared	JJ	48
unprofitable	unprofitable	JJ	48
untrue	untrue	JJ	48
wooded	wooded	JJ	48
brighter	brighter	JJR	48
gentler	gentler	JJR	48
abducted	abducted	NN	48
advancement	advancement	NN	48
aerosol	aerosol	NN	48
ante	ante	NN	48
applicability	applicability	NN	48
automation	automation	NN	48
bagel	bagel	NN	48
ballroom	ballroom	NN	48
bracket	bracket	NN	48
bustle	bustle	NN	48
calling	calling	NN	48
casting	casting	NN	48
cedar	cedar	NN	48
citadel	citadel	NN	48
congestion	congestion	NN	48
cyto	cyto	NN	48
ditch	ditch	NN	48
dizzy	dizzy	NN	48
extradition	extradition	NN	48
exuberance	exuberance	NN	48
financier	financier	NN	48
fmri	fmrus	NN	48
fractionation	fractionation	NN	48
fraudnet	fraudnet	NN	48
funk	funk	NN	48
granulation	granulation	NN	48
gulf	gulf	NN	48
hyperosmolar	hyperosmolar	NN	48
ingenuity	ingenuity	NN	48
insomnia	insomnia	NN	48
insurer	insurer	NN	48
intein	intein	NN	48
iridocorneal	iridocorneal	NN	48
knot	knot	NN	48
liberal	liberal	NN	48
liquid	liquid	NN	48
lurid	lurid	NN	48
lyric	lyric	NN	48
microtiter	microtiter	NN	48
misbehavior	misbehavior	NN	48
mmm	mmm	NN	48
outpost	outpost	NN	48
packet	packet	NN	48
papa	papa	NN	48
pastry	pastry	NN	48
phenylalanine	phenylalanine	NN	48
plaintiff	plaintiff	NN	48
predator	predator	NN	48
progestin	progestin	NN	48
readthrough	readthrough	NN	48
reformer	reformer	NN	48
salient	salient	NN	48
salsa	salsa	NN	48
sewage	sewage	NN	48
sixteen	sixteen	NN	48
stool	stool	NN	48
streptavidin	streptavidin	NN	48
strife	strife	NN	48
stump	stump	NN	48
subtlety	subtlety	NN	48
thirst	thirst	NN	48
tomography	tomography	NN	48
transfusion	transfusion	NN	48
treason	treason	NN	48
trustworthy	trustworthy	NN	48
turtle	turtle	NN	48
ultraviolet	ultraviolet	NN	48
umpire	umpire	NN	48
virulent	virulent	NN	48
wiring	wiring	NN	48
?	?	NN	48
's	's	NNP	48
aga	aga	NNP	48
again	again	NNP	48
ana	ana	NNP	48
apoptosis	apoptosis	NNP	48
arr	arr	NNP	48
auc	auc	NNP	48
auto	auto	NNP	48
beep	beep	NNP	48
bjab-b	bjab-b	NNP	48
blade	blade	NNP	48
boehringer	boehringer	NNP	48
bop	bop	NNP	48
br	br	NNP	48
bradford	bradford	NNP	48
bridget	bridget	NNP	48
café	café	NNP	48
caldwell	caldwell	NNP	48
carmen	carman	NNP	48
cartier	cartier	NNP	48
cct	cct	NNP	48
cgma	cgma	NNP	48
characteristics	characteristic	NNP	48
chat	chat	NNP	48
clift	clift	NNP	48
cochran	cochran	NNP	48
constantinople	constantinople	NNP	48
crane	crane	NNP	48
crowe	crowe	NNP	48
daly	daly	NNP	48
darger	darger	NNP	48
dcm	dcm	NNP	48
destiny	destiny	NNP	48
dhplc	dhplc	NNP	48
dispatch	dispatch	NNP	48
evolution	evolution	NNP	48
exposition	exposition	NNP	48
false	false	NNP	48
feinstein	feinstein	NNP	48
fotr	fotr	NNP	48
gamble	gamble	NNP	48
gcn	gcn	NNP	48
gentilello	gentilello	NNP	48
glassman	glassman	NNP	48
golan	golan	NNP	48
gpcrs	gpcr	NNP	48
grudzielanek	grudzielanek	NNP	48
gs-e	gs-e	NNP	48
guinness	guinness	NNP	48
harvick	harvick	NNP	48
hecubus	hecubus	NNP	48
helmut	helmut	NNP	48
herrera	herrera	NNP	48
hezbollah	hezbollah	NNP	48
horn	horn	NNP	48
indies	indy	NNP	48
inhibition	inhibition	NNP	48
isla	islum	NNP	48
kiaa	kiaa	NNP	48
lagos	lago	NNP	48
lennon	lennon	NNP	48
lind	lind	NNP	48
lorenzo	lorenzo	NNP	48
maggie	maggie	NNP	48
magnolia	magnolia	NNP	48
manila	manila	NNP	48
marti	martus	NNP	48
mcmahon	mcmahon	NNP	48
michiko	michiko	NNP	48
mis	mi	NNP	48
morrow	morrow	NNP	48
mwah	mwah	NNP	48
norris	norri	NNP	48
oates	oate	NNP	48
opposite	opposite	NNP	48
otto	otto	NNP	48
plato	plato	NNP	48
polymerase	polymerase	NNP	48
pov	pov	NNP	48
prado	prado	NNP	48
processing	processing	NNP	48
purpose	purpose	NNP	48
quentin	quentin	NNP	48
rape	rape	NNP	48
raphael	raphael	NNP	48
reconstruction	reconstruction	NNP	48
reporter	reporter	NNP	48
rex	rex	NNP	48
salmonella	salmonella	NNP	48
sarawak	sarawak	NNP	48
scholars	scholar	NNP	48
scholarship	scholarship	NNP	48
schroeder	schroeder	NNP	48
signal	signal	NNP	48
sunshine	sunshine	NNP	48
transcript	transcript	NNP	48
trpea	trpea	NNP	48
user	user	NNP	48
venezuela	venezuelum	NNP	48
vortex	vortex	NNP	48
wasp	wasp	NNP	48
wrt	wrt	NNP	48
zas-c	zas-c	NNP	48
zombie	zombie	NNP	48
plans	plan	NNPS	48
aesthetics	aesthetics	NNS	48
affords	afford	NNS	48
afternoons	afternoon	NNS	48
bathrooms	bathroom	NNS	48
bedrooms	bedroom	NNS	48
bikes	bike	NNS	48
birdies	birdie	NNS	48
bulls	bull	NNS	48
butchers	butcher	NNS	48
